iteration,fitness,x0,x1
0, -153.731, -350.865, 149.097
1, -861.876, 357.416, 512
2, -861.867, 357.448, 511.953
3, -861.788, 357.367, 511.957
4, -861.776, 357.333, 511.981
5, -861.765, 357.36, 511.938
6, -861.802, 357.378, 511.96
7, -861.759, 357.374, 511.918
8, -927.75, 512, 398.756
9, -927.716, 511.994, 398.726
10, -927.722, 512, 398.727
11, -927.724, 512, 398.729
12, -927.74, 512, 398.745
13, -956.064, 512, 402.327
14, -956.078, 512, 402.341
15, -956.095, 512, 402.358
16, -956.082, 512, 402.345
17, -956.084, 511.993, 402.354
18, -956.07, 511.989, 402.345
19, -956.089, 511.993, 402.36
20, -956.083, 512, 402.346
21, -956.082, 511.99, 402.356
22, -956.072, 511.988, 402.347
23, -956.064, 511.99, 402.338
24, -956.065, 511.98, 402.349
25, -956.067, 511.983, 402.348
26, -956.079, 511.984, 402.359
27, -956.063, 511.977, 402.349
28, -956.08, 511.984, 402.359
29, -956.079, 511.983, 402.359
30, -956.095, 511.989, 402.369
31, -956.077, 511.981, 402.36
32, -956.086, 511.985, 402.365
33, -956.098, 511.994, 402.368
34, -956.1, 511.989, 402.375
35, -956.096, 511.989, 402.37
36, -956.101, 511.996, 402.369
37, -956.099, 512, 402.362
38, -956.106, 512, 402.37
39, -956.106, 511.994, 402.375
40, -956.101, 511.994, 402.371
41, -956.097, 511.987, 402.374
42, -956.106, 511.992, 402.377
43, -956.109, 511.991, 402.382
44, -956.114, 511.992, 402.386
45, -956.105, 511.989, 402.38
46, -956.106, 511.996, 402.374
47, -956.369, 511.985, 402.65
48, -956.366, 511.985, 402.647
49, -956.369, 511.991, 402.645
