iteration,fitness,x0,x1
0, -182.678, 236.081, -206.709
1, -889.137, 460.825, 416.976
2, -888.988, 460.757, 416.889
3, -889, 460.694, 416.969
4, -888.988, 460.708, 416.941
5, -888.944, 460.689, 416.914
6, -889.002, 460.728, 416.935
7, -888.953, 460.688, 416.925
8, -888.976, 460.714, 416.922
9, -888.928, 460.685, 416.901
10, -888.88, 460.664, 416.873
11, -888.866, 460.65, 416.872
12, -927.28, 512, 398.274
13, -927.258, 511.992, 398.259
14, -927.255, 511.997, 398.25
15, -927.238, 512, 398.23
16, -927.249, 512, 398.241
17, -927.264, 512, 398.257
18, -927.249, 511.988, 398.254
19, -927.247, 511.992, 398.248
20, -927.264, 512, 398.257
21, -927.255, 511.997, 398.251
22, -927.27, 512, 398.263
23, -927.276, 512, 398.269
24, -927.266, 512, 398.26
25, -927.271, 511.995, 398.269
26, -927.274, 511.995, 398.272
27, -927.288, 511.999, 398.282
28, -927.274, 511.995, 398.272
29, -927.277, 512, 398.271
30, -927.273, 512, 398.266
31, -927.274, 512, 398.268
32, -927.269, 511.999, 398.263
33, -927.272, 511.998, 398.267
34, -949.329, 477.068, 432.386
35, -949.317, 477.063, 432.378
36, -949.317, 477.071, 432.37
37, -949.321, 477.071, 432.374
38, -949.319, 477.07, 432.373
39, -949.313, 477.069, 432.369
40, -949.314, 477.071, 432.368
41, -949.313, 477.073, 432.364
42, -949.313, 477.069, 432.368
43, -949.312, 477.067, 432.369
44, -949.309, 477.061, 432.372
45, -949.308, 477.058, 432.373
46, -949.311, 477.056, 432.379
47, -949.308, 477.055, 432.378
48, -949.301, 477.054, 432.372
49, -949.307, 477.06, 432.371
