iteration,fitness,x0,x1
0, -55.3937, -265.531, -508.912
1, -949.799, 512, 406.583
2, -949.775, 511.897, 406.659
3, -949.653, 511.811, 406.62
4, -949.603, 511.808, 406.574
5, -949.535, 511.798, 406.515
6, -949.486, 511.767, 406.495
7, -949.519, 511.768, 406.527
8, -949.504, 511.74, 406.539
9, -949.505, 511.74, 406.542
10, -949.535, 511.768, 406.544
11, -949.558, 511.794, 406.542
12, -949.576, 511.808, 406.546
13, -949.538, 511.788, 406.528
14, -949.504, 511.768, 406.513
15, -949.525, 511.78, 406.522
16, -949.545, 511.786, 406.537
17, -949.559, 511.786, 406.55
18, -949.565, 511.785, 406.558
19, -949.549, 511.778, 406.548
20, -949.549, 511.776, 406.55
21, -949.561, 511.775, 406.563
22, -949.556, 511.771, 406.562
23, -949.558, 511.775, 406.56
24, -949.556, 511.77, 406.563
25, -949.538, 511.76, 406.555
26, -949.523, 511.749, 406.551
27, -949.509, 511.745, 406.54
28, -949.513, 511.744, 406.545
29, -954.706, 512, 405.386
30, -954.699, 512, 405.379
31, -954.688, 511.998, 405.37
32, -954.679, 511.992, 405.366
33, -954.686, 511.992, 405.373
34, -954.682, 511.986, 405.376
35, -954.683, 511.986, 405.376
36, -954.691, 511.993, 405.377
37, -954.697, 512, 405.376
38, -954.698, 512, 405.378
39, -954.685, 511.993, 405.372
40, -954.673, 511.986, 405.367
41, -954.681, 511.991, 405.37
42, -954.689, 511.993, 405.375
43, -954.694, 511.993, 405.381
44, -954.697, 511.992, 405.384
45, -954.69, 511.99, 405.38
46, -956.392, 512, 402.659
47, -956.392, 511.999, 402.66
48, -956.392, 512, 402.659
49, -956.391, 512, 402.658
